"id","age","gender","education","country","ethnicity","personality_neuroticism","personality_extraversion","personality_openness","personality_agreeableness","personality_conscientiousness","personality_impulsiveness","personality_sensation","consumption_alcohol","consumption_amphetamines","consumption_caffeine","consumption_cannabis","consumption_chocolate","consumption_mushrooms","consumption_nicotine","consumption_cocaine_last_month"
"train_1240","45-54","female","Left school at 16 years","Australia","Mixed-Black/Asian",49.2,31.2,50.1,63.6,53.7,42.8,71.1,"used in last month","used over a decade ago","used in last day","used in last week","used in last month","never used","used over a decade ago","No"
"train_1241","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",37.7,76.6,62.5,30.6,66.4,56.5,82.6,"used in last month","used in last year","used in last day","used in last week","used in last week","used in last year","used in last day","No"
"train_1242","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",53.4,47.6,39.3,54.2,58.4,56.5,38.8,"used in last decade","never used","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_1243","45-54","male","Left school at 18 years","UK","Mixed-Black/Asian",44.5,67,47.9,66.1,51.8,0,30.8,"used in last week","never used","used in last day","used over a decade ago","used in last day","never used","used in last day","No"
"train_1244","25-34","female","Some college or university, no certificate or degree","UK","Mixed-Black/Asian",57.6,25.1,62.5,34.5,63.6,42.8,62,"used in last day","used in last month","used in last day","used in last day","used in last month","used in last month","used in last day","No"
"train_1245","45-54","female","Left school at 18 years","USA","Mixed-Black/Asian",18.5,67,47.9,58.5,44.1,50.4,38.8,"used in last week","used in last year","used in last day","used in last day","used in last week","used in last week","used over a decade ago","No"
"train_1246","45-54","female","University degree","Australia","Mixed-Black/Asian",41.3,50.1,52.7,49.8,56,0,38.8,"used in last day","never used","used in last month","used in last year","used in last week","never used","used in last day","No"
"train_1247","25-34","female","Masters degree","USA","Mixed-Black/Asian",52,69.6,100,41.2,49.9,33.8,54,"used in last day","used in last decade","used in last day","used in last decade","used in last day","used in last decade","used in last day","No"
"train_1248","35-44","male","Left school at 17 years","USA","Mixed-Black/Asian",56.1,25.1,21,34.5,30,21.5,0,"used in last week","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1249","25-34","male","University degree","USA","Mixed-Black/Asian",37.7,72.2,57.8,63.6,58.4,50.4,38.8,"used in last week","never used","used in last week","used in last decade","used in last day","never used","never used","No"
"train_1250","45-54","male","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",37.7,43.3,67.3,95.6,49.9,21.5,22.4,"used in last decade","used in last decade","used in last day","used in last decade","used in last day","never used","used in last day","No"
"train_1251","45-54","male","University degree","USA","Mixed-Black/Asian",33.7,74.2,57.8,61,56,0,22.4,"used in last month","never used","used in last week","never used","used in last week","never used","used in last week","No"
"train_1252","18-24","female","Masters degree","Australia","Mixed-White/Black",39.7,57.3,76.3,66.1,51.8,70.5,62,"used in last month","used in last year","used in last day","used in last day","used in last day","used in last decade","used in last month","No"
"train_1253","18-24","female","Some college or university, no certificate or degree","Australia","Mixed-Black/Asian",53.4,23.1,45.7,54.2,44.1,33.8,38.8,"used in last year","never used","used in last week","used in last month","used in last week","never used","never used","No"
"train_1254","45-54","male","University degree","USA","Mixed-Black/Asian",39.7,79.6,45.7,66.1,56,63,100,"used in last week","never used","used in last day","never used","never used","used over a decade ago","never used","No"
"train_1255","18-24","male","Left school at 18 years","New Zealand","Mixed-Black/Asian",69.7,52.6,76.3,68.6,58.4,33.8,62,"used in last month","never used","used in last day","used in last day","used in last day","used in last week","used in last year","No"
"train_1256","25-34","male","University degree","Australia","Asian",33.7,72.2,62.5,68.6,73.5,56.5,71.1,"used in last week","never used","used in last week","never used","never used","never used","never used","No"
"train_1257","25-34","female","Some college or university, no certificate or degree","UK","Mixed-White/Black",49.2,41.2,76.3,36.8,38.7,56.5,62,"used in last day","never used","used in last week","used in last day","used in last week","used in last month","used in last decade","Yes"
"train_1258","25-34","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",39.7,64.7,55.3,34.5,40.6,70.5,100,"used in last week","used in last decade","used in last week","used in last decade","used in last month","used in last decade","used in last decade","No"
"train_1259","18-24","female","Left school at 16 years","USA","Mixed-Black/Asian",57.6,35.5,70.2,58.5,35.4,56.5,71.1,"used in last week","never used","used in last month","used in last week","used in last year","used in last year","used in last month","No"
"train_1260","45-54","male","Professional certificate/ diploma","USA","Mixed-Black/Asian",35.8,57.3,41.4,61,60.9,42.8,46.6,"used over a decade ago","never used","used in last day","never used","used in last week","never used","never used","No"
"train_1261","18-24","male","Masters degree","USA","Mixed-Black/Asian",26.3,79.6,50.1,66.1,76.1,50.4,71.1,"used in last day","never used","used in last day","never used","used in last day","never used","never used","No"
"train_1262","35-44","female","Masters degree","USA","Mixed-Black/Asian",66.6,47.6,50.1,32.5,49.9,33.8,30.8,"used in last day","used over a decade ago","used in last day","used in last year","used in last day","used in last year","used in last day","No"
"train_1263","25-34","female","Doctorate degree","Ireland","Mixed-Black/Asian",39.7,72.2,83.5,36.8,44.1,70.5,62,"used in last week","used in last year","used in last day","used in last day","used in last week","used in last decade","used in last day","Yes"
"train_1264","55-64","male","Professional certificate/ diploma","UK","Mixed-Black/Asian",46.2,43.3,47.9,39,58.4,63,82.6,"used over a decade ago","used over a decade ago","used in last day","used in last month","used in last week","used over a decade ago","used over a decade ago","No"
"train_1265","18-24","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",41.3,72.2,19.2,49.8,58.4,56.5,54,"used in last year","never used","used in last week","used in last decade","used in last day","never used","never used","No"
"train_1266","25-34","female","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",35.8,72.2,70.2,61,47.9,56.5,54,"used in last week","used in last decade","used in last week","used in last month","used in last week","used in last year","used in last year","No"
"train_1267","18-24","male","Some college or university, no certificate or degree","Australia","Mixed-White/Black",44.5,62.3,57.8,79.4,76.1,21.5,46.6,"used in last week","used in last day","used in last day","used in last year","used in last day","used in last year","used in last month","Yes"
"train_1268","35-44","male","University degree","USA","Mixed-Black/Asian",60.8,27,47.9,54.2,47.9,33.8,0,"used over a decade ago","used over a decade ago","used in last day","used over a decade ago","used in last day","never used","used over a decade ago","No"
"train_1269","25-34","male","University degree","Australia","Mixed-Black/Asian",73.5,59.7,67.3,26.6,49.9,21.5,22.4,"used in last week","never used","used in last day","used in last day","used in last day","used in last decade","used in last month","No"
"train_1270","18-24","male","Some college or university, no certificate or degree","USA","Mixed-Black/Asian",64.9,64.7,34.9,58.5,53.7,42.8,62,"used in last week","used in last decade","used in last month","used in last year","used in last week","used in last decade","used in last week","No"
"train_1271","45-54","male","University degree","Other","Mixed-Black/Asian",41.3,59.7,70.2,79.4,88,50.4,54,"used in last week","used over a decade ago","never used","used in last day","used in last year","used over a decade ago","never used","No"
"train_1272","45-54","female","University degree","USA","Mixed-Black/Asian",33.7,59.7,34.9,43.5,49.9,42.8,30.8,"used in last week","used over a decade ago","used in last week","used over a decade ago","used in last week","used over a decade ago","never used","No"
"train_1273","18-24","female","Some college or university, no certificate or degree","UK","Mixed-Black/Asian",30.1,67,62.5,41.2,38.7,63,62,"used in last week","never used","used in last day","used in last day","used in last week","used in last month","used in last decade","No"
"train_1274","25-34","female","Left school at 16 years","USA","Mixed-Black/Asian",57.6,29,55.3,61,44.1,42.8,82.6,"used in last day","used in last year","used in last day","used in last day","used in last day","used in last decade","used in last year","No"
"train_1275","25-34","female","Left school at 18 years","Australia","Mixed-Black/Asian",69.7,31.2,14.2,34.5,38.7,70.5,46.6,"used in last year","never used","used in last day","used in last year","used in last week","used in last decade","used in last day","No"
